"subj" "activity" "feature" "value"
11 "STANDING" "fBodyAccJerk-std-Z" -0.9904
12 "STANDING" "fBodyAccJerk-std-Z" -0.9788
13 "STANDING" "fBodyAccJerk-std-Z" -0.9879
14 "STANDING" "fBodyAccJerk-std-Z" -0.9736
15 "STANDING" "fBodyAccJerk-std-Z" -0.9867
16 "STANDING" "fBodyAccJerk-std-Z" -0.9887
17 "STANDING" "fBodyAccJerk-std-Z" -0.9915
18 "STANDING" "fBodyAccJerk-std-Z" -0.9893
19 "STANDING" "fBodyAccJerk-std-Z" -0.9875
20 "STANDING" "fBodyAccJerk-std-Z" -0.964
21 "STANDING" "fBodyAccJerk-std-Z" -0.9797
22 "STANDING" "fBodyAccJerk-std-Z" -0.9843
23 "STANDING" "fBodyAccJerk-std-Z" -0.9762
24 "STANDING" "fBodyAccJerk-std-Z" -0.9799
25 "STANDING" "fBodyAccJerk-std-Z" -0.9879
26 "STANDING" "fBodyAccJerk-std-Z" -0.9874
27 "STANDING" "fBodyAccJerk-std-Z" -0.9882
28 "STANDING" "fBodyAccJerk-std-Z" -0.9736
29 "STANDING" "fBodyAccJerk-std-Z" -0.9913
30 "STANDING" "fBodyAccJerk-std-Z" -0.974
1 "WALKING" "fBodyAccJerk-std-Z" -0.5347
2 "WALKING" "fBodyAccJerk-std-Z" -0.6159
3 "WALKING" "fBodyAccJerk-std-Z" -0.5435
4 "WALKING" "fBodyAccJerk-std-Z" -0.7724
5 "WALKING" "fBodyAccJerk-std-Z" -0.6334
6 "WALKING" "fBodyAccJerk-std-Z" -0.6086
7 "WALKING" "fBodyAccJerk-std-Z" -0.1908
8 "WALKING" "fBodyAccJerk-std-Z" -0.4045
9 "WALKING" "fBodyAccJerk-std-Z" -0.4191
10 "WALKING" "fBodyAccJerk-std-Z" -0.5585
11 "WALKING" "fBodyAccJerk-std-Z" -0.7476
12 "WALKING" "fBodyAccJerk-std-Z" -0.5315
13 "WALKING" "fBodyAccJerk-std-Z" -0.4062
14 "WALKING" "fBodyAccJerk-std-Z" -0.5289
15 "WALKING" "fBodyAccJerk-std-Z" -0.7231
16 "WALKING" "fBodyAccJerk-std-Z" -0.4566
17 "WALKING" "fBodyAccJerk-std-Z" -0.5439
18 "WALKING" "fBodyAccJerk-std-Z" -0.6643
19 "WALKING" "fBodyAccJerk-std-Z" -0.2278
20 "WALKING" "fBodyAccJerk-std-Z" -0.4277
21 "WALKING" "fBodyAccJerk-std-Z" -0.4436
22 "WALKING" "fBodyAccJerk-std-Z" -0.3432
23 "WALKING" "fBodyAccJerk-std-Z" -0.0062
24 "WALKING" "fBodyAccJerk-std-Z" -0.5111
25 "WALKING" "fBodyAccJerk-std-Z" -0.6904
26 "WALKING" "fBodyAccJerk-std-Z" -0.3965
27 "WALKING" "fBodyAccJerk-std-Z" -0.418
28 "WALKING" "fBodyAccJerk-std-Z" -0.5746
29 "WALKING" "fBodyAccJerk-std-Z" -0.529
30 "WALKING" "fBodyAccJerk-std-Z" -0.5754
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.4017
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.4082
3 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.6135
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.6689
5 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.5512
6 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.3891
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.3978
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.0847
9 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.4254
10 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.3961
11 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.6289
12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.5445
13 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.3566
14 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.2449
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.4616
16 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.364
17 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.573
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.6788
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.0984
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.4053
21 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.2932
22 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.5359
23 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.0985
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.3286
25 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.735
26 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.3967
27 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.4748
28 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.4885
29 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.5473
30 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" -0.5355
1 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.726
2 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.6251
3 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.7387
4 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.7628
5 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.6688
6 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.5717
7 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.6319
8 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.5082
9 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.6778
10 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.6629
11 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.8038
12 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.7501
13 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.6892
14 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.3911
15 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.783
16 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.6201
17 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.6803
18 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.7847
19 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.5077
20 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.5332
21 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.6031
22 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.5286
23 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.469
24 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.5627
25 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.8305
26 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.7157
27 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.6571
28 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.6879
29 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.7101
30 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" -0.7848
1 "LAYING" "fBodyGyro-mean-X" -0.8502
2 "LAYING" "fBodyGyro-mean-X" -0.9864
3 "LAYING" "fBodyGyro-mean-X" -0.9702
4 "LAYING" "fBodyGyro-mean-X" -0.9672
5 "LAYING" "fBodyGyro-mean-X" -0.9758
6 "LAYING" "fBodyGyro-mean-X" -0.9354
7 "LAYING" "fBodyGyro-mean-X" -0.9537
8 "LAYING" "fBodyGyro-mean-X" -0.9579
9 "LAYING" "fBodyGyro-mean-X" -0.9303
10 "LAYING" "fBodyGyro-mean-X" -0.9538
11 "LAYING" "fBodyGyro-mean-X" -0.9762
12 "LAYING" "fBodyGyro-mean-X" -0.9567
13 "LAYING" "fBodyGyro-mean-X" -0.9695
14 "LAYING" "fBodyGyro-mean-X" -0.95
15 "LAYING" "fBodyGyro-mean-X" -0.9554
16 "LAYING" "fBodyGyro-mean-X" -0.9759
17 "LAYING" "fBodyGyro-mean-X" -0.9719
18 "LAYING" "fBodyGyro-mean-X" -0.9924
19 "LAYING" "fBodyGyro-mean-X" -0.9742
20 "LAYING" "fBodyGyro-mean-X" -0.9826
21 "LAYING" "fBodyGyro-mean-X" -0.9734
22 "LAYING" "fBodyGyro-mean-X" -0.9534
23 "LAYING" "fBodyGyro-mean-X" -0.9797
24 "LAYING" "fBodyGyro-mean-X" -0.9766
25 "LAYING" "fBodyGyro-mean-X" -0.8905
26 "LAYING" "fBodyGyro-mean-X" -0.9884
27 "LAYING" "fBodyGyro-mean-X" -0.987
28 "LAYING" "fBodyGyro-mean-X" -0.9468
29 "LAYING" "fBodyGyro-mean-X" -0.9931
30 "LAYING" "fBodyGyro-mean-X" -0.9718
1 "SITTING" "fBodyGyro-mean-X" -0.9762
2 "SITTING" "fBodyGyro-mean-X" -0.9826
3 "SITTING" "fBodyGyro-mean-X" -0.9576
4 "SITTING" "fBodyGyro-mean-X" -0.9606
5 "SITTING" "fBodyGyro-mean-X" -0.9571
6 "SITTING" "fBodyGyro-mean-X" -0.9397
7 "SITTING" "fBodyGyro-mean-X" -0.9436
8 "SITTING" "fBodyGyro-mean-X" -0.9822
9 "SITTING" "fBodyGyro-mean-X" -0.9503
10 "SITTING" "fBodyGyro-mean-X" -0.9865
11 "SITTING" "fBodyGyro-mean-X" -0.9851
12 "SITTING" "fBodyGyro-mean-X" -0.9685
13 "SITTING" "fBodyGyro-mean-X" -0.9832
14 "SITTING" "fBodyGyro-mean-X" -0.9786
15 "SITTING" "fBodyGyro-mean-X" -0.9862
16 "SITTING" "fBodyGyro-mean-X" -0.9786
17 "SITTING" "fBodyGyro-mean-X" -0.9884
18 "SITTING" "fBodyGyro-mean-X" -0.99
19 "SITTING" "fBodyGyro-mean-X" -0.9817
20 "SITTING" "fBodyGyro-mean-X" -0.9699
21 "SITTING" "fBodyGyro-mean-X" -0.9849
22 "SITTING" "fBodyGyro-mean-X" -0.9773
23 "SITTING" "fBodyGyro-mean-X" -0.9771
24 "SITTING" "fBodyGyro-mean-X" -0.9857
25 "SITTING" "fBodyGyro-mean-X" -0.988
26 "SITTING" "fBodyGyro-mean-X" -0.9901
27 "SITTING" "fBodyGyro-mean-X" -0.9872
28 "SITTING" "fBodyGyro-mean-X" -0.9737
29 "SITTING" "fBodyGyro-mean-X" -0.9884
30 "SITTING" "fBodyGyro-mean-X" -0.987
1 "STANDING" "fBodyGyro-mean-X" -0.9864
2 "STANDING" "fBodyGyro-mean-X" -0.967
3 "STANDING" "fBodyGyro-mean-X" -0.9013
4 "STANDING" "fBodyGyro-mean-X" -0.9055
5 "STANDING" "fBodyGyro-mean-X" -0.9097
6 "STANDING" "fBodyGyro-mean-X" -0.9316
7 "STANDING" "fBodyGyro-mean-X" -0.9381
8 "STANDING" "fBodyGyro-mean-X" -0.9697
9 "STANDING" "fBodyGyro-mean-X" -0.917
10 "STANDING" "fBodyGyro-mean-X" -0.924
11 "STANDING" "fBodyGyro-mean-X" -0.9783
12 "STANDING" "fBodyGyro-mean-X" -0.8903
13 "STANDING" "fBodyGyro-mean-X" -0.9572
14 "STANDING" "fBodyGyro-mean-X" -0.9571
15 "STANDING" "fBodyGyro-mean-X" -0.9504
16 "STANDING" "fBodyGyro-mean-X" -0.9732
17 "STANDING" "fBodyGyro-mean-X" -0.9807
18 "STANDING" "fBodyGyro-mean-X" -0.9644
19 "STANDING" "fBodyGyro-mean-X" -0.9479
20 "STANDING" "fBodyGyro-mean-X" -0.881
21 "STANDING" "fBodyGyro-mean-X" -0.957
22 "STANDING" "fBodyGyro-mean-X" -0.917
23 "STANDING" "fBodyGyro-mean-X" -0.9475
24 "STANDING" "fBodyGyro-mean-X" -0.9585
25 "STANDING" "fBodyGyro-mean-X" -0.9681
26 "STANDING" "fBodyGyro-mean-X" -0.9694
27 "STANDING" "fBodyGyro-mean-X" -0.9701
28 "STANDING" "fBodyGyro-mean-X" -0.8804
29 "STANDING" "fBodyGyro-mean-X" -0.9745
30 "STANDING" "fBodyGyro-mean-X" -0.9157
1 "WALKING" "fBodyGyro-mean-X" -0.339
2 "WALKING" "fBodyGyro-mean-X" -0.4297
3 "WALKING" "fBodyGyro-mean-X" -0.4378
4 "WALKING" "fBodyGyro-mean-X" -0.3734
5 "WALKING" "fBodyGyro-mean-X" -0.3727
6 "WALKING" "fBodyGyro-mean-X" -0.2397
7 "WALKING" "fBodyGyro-mean-X" -0.3184
8 "WALKING" "fBodyGyro-mean-X" -0.1021
9 "WALKING" "fBodyGyro-mean-X" -0.3837
10 "WALKING" "fBodyGyro-mean-X" -0.2779
11 "WALKING" "fBodyGyro-mean-X" -0.5148
12 "WALKING" "fBodyGyro-mean-X" -0.402
13 "WALKING" "fBodyGyro-mean-X" -0.1929
14 "WALKING" "fBodyGyro-mean-X" -0.5086
15 "WALKING" "fBodyGyro-mean-X" -0.2534
16 "WALKING" "fBodyGyro-mean-X" -0.5957
17 "WALKING" "fBodyGyro-mean-X" -0.4077
18 "WALKING" "fBodyGyro-mean-X" -0.6097
19 "WALKING" "fBodyGyro-mean-X" 0.2281
20 "WALKING" "fBodyGyro-mean-X" -0.0936
21 "WALKING" "fBodyGyro-mean-X" -0.2467
22 "WALKING" "fBodyGyro-mean-X" -0.1446
23 "WALKING" "fBodyGyro-mean-X" -0.3376
24 "WALKING" "fBodyGyro-mean-X" -0.4683
25 "WALKING" "fBodyGyro-mean-X" -0.4119
26 "WALKING" "fBodyGyro-mean-X" -0.3681
27 "WALKING" "fBodyGyro-mean-X" -0.498
28 "WALKING" "fBodyGyro-mean-X" -0.3747
29 "WALKING" "fBodyGyro-mean-X" -0.4315
30 "WALKING" "fBodyGyro-mean-X" -0.3744
1 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.3524
2 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.1458
3 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.1291
4 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.2403
5 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.2953
6 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" 0.0634
7 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.3393
8 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.1307
9 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.325
10 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.2144
11 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.3188
12 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.1789
13 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.3197
14 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.2953
15 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.2274
16 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.4208
17 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.3164
18 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.4892
19 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" 0.475
20 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.063
21 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.3667
22 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.0954
23 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.2147
24 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.2725
25 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.2178
26 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.1259
27 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.2966
28 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.03
29 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.1894
30 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" -0.2631
1 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.4926
2 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.3316
3 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.3782
4 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.3711
5 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.2636
6 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.1151
7 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.3839
8 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.2403
9 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.3139
10 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.2185
11 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.4718
12 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.4264
13 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.4821
14 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.441
15 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.3611
16 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.5324
17 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.4162
18 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.5923
19 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.1945
20 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.3727
21 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.447
22 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.1955
23 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.4302
24 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.5032
25 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.4761
26 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.4277
27 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.5444
28 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.4036
29 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.2605
30 "WALKING_UPSTAIRS" "fBodyGyro-mean-X" -0.488
1 "LAYING" "fBodyGyro-mean-Y" -0.9522
2 "LAYING" "fBodyGyro-mean-Y" -0.9833
3 "LAYING" "fBodyGyro-mean-Y" -0.9781
4 "LAYING" "fBodyGyro-mean-Y" -0.9722
5 "LAYING" "fBodyGyro-mean-Y" -0.9782
6 "LAYING" "fBodyGyro-mean-Y" -0.9418
7 "LAYING" "fBodyGyro-mean-Y" -0.9576
8 "LAYING" "fBodyGyro-mean-Y" -0.9574
9 "LAYING" "fBodyGyro-mean-Y" -0.9346
10 "LAYING" "fBodyGyro-mean-Y" -0.9547
11 "LAYING" "fBodyGyro-mean-Y" -0.9826
12 "LAYING" "fBodyGyro-mean-Y" -0.9526
13 "LAYING" "fBodyGyro-mean-Y" -0.9687
14 "LAYING" "fBodyGyro-mean-Y" -0.9381
15 "LAYING" "fBodyGyro-mean-Y" -0.9643
16 "LAYING" "fBodyGyro-mean-Y" -0.9761
17 "LAYING" "fBodyGyro-mean-Y" -0.9737
18 "LAYING" "fBodyGyro-mean-Y" -0.9856
19 "LAYING" "fBodyGyro-mean-Y" -0.9721
20 "LAYING" "fBodyGyro-mean-Y" -0.9731
21 "LAYING" "fBodyGyro-mean-Y" -0.965
22 "LAYING" "fBodyGyro-mean-Y" -0.9647
23 "LAYING" "fBodyGyro-mean-Y" -0.9685
24 "LAYING" "fBodyGyro-mean-Y" -0.9661
25 "LAYING" "fBodyGyro-mean-Y" -0.9463
26 "LAYING" "fBodyGyro-mean-Y" -0.9831
27 "LAYING" "fBodyGyro-mean-Y" -0.9868
28 "LAYING" "fBodyGyro-mean-Y" -0.9658
29 "LAYING" "fBodyGyro-mean-Y" -0.9937
30 "LAYING" "fBodyGyro-mean-Y" -0.9682
1 "SITTING" "fBodyGyro-mean-Y" -0.9758
2 "SITTING" "fBodyGyro-mean-Y" -0.9821
3 "SITTING" "fBodyGyro-mean-Y" -0.9562
4 "SITTING" "fBodyGyro-mean-Y" -0.9676
5 "SITTING" "fBodyGyro-mean-Y" -0.9555
6 "SITTING" "fBodyGyro-mean-Y" -0.9439
7 "SITTING" "fBodyGyro-mean-Y" -0.9567
8 "SITTING" "fBodyGyro-mean-Y" -0.9766
9 "SITTING" "fBodyGyro-mean-Y" -0.9397
10 "SITTING" "fBodyGyro-mean-Y" -0.9862
11 "SITTING" "fBodyGyro-mean-Y" -0.9826
12 "SITTING" "fBodyGyro-mean-Y" -0.9637
13 "SITTING" "fBodyGyro-mean-Y" -0.9825
14 "SITTING" "fBodyGyro-mean-Y" -0.9698
15 "SITTING" "fBodyGyro-mean-Y" -0.9792
16 "SITTING" "fBodyGyro-mean-Y" -0.9668
17 "SITTING" "fBodyGyro-mean-Y" -0.9888
18 "SITTING" "fBodyGyro-mean-Y" -0.9887
19 "SITTING" "fBodyGyro-mean-Y" -0.9682
20 "SITTING" "fBodyGyro-mean-Y" -0.9646
21 "SITTING" "fBodyGyro-mean-Y" -0.9798
22 "SITTING" "fBodyGyro-mean-Y" -0.9592
23 "SITTING" "fBodyGyro-mean-Y" -0.9579
24 "SITTING" "fBodyGyro-mean-Y" -0.9812
25 "SITTING" "fBodyGyro-mean-Y" -0.9838
26 "SITTING" "fBodyGyro-mean-Y" -0.9817
27 "SITTING" "fBodyGyro-mean-Y" -0.9841
28 "SITTING" "fBodyGyro-mean-Y" -0.9631
29 "SITTING" "fBodyGyro-mean-Y" -0.9903
30 "SITTING" "fBodyGyro-mean-Y" -0.982
1 "STANDING" "fBodyGyro-mean-Y" -0.989
2 "STANDING" "fBodyGyro-mean-Y" -0.9726
3 "STANDING" "fBodyGyro-mean-Y" -0.9377
4 "STANDING" "fBodyGyro-mean-Y" -0.956
5 "STANDING" "fBodyGyro-mean-Y" -0.9394
6 "STANDING" "fBodyGyro-mean-Y" -0.9433
7 "STANDING" "fBodyGyro-mean-Y" -0.9575
8 "STANDING" "fBodyGyro-mean-Y" -0.9726
9 "STANDING" "fBodyGyro-mean-Y" -0.9545
10 "STANDING" "fBodyGyro-mean-Y" -0.9603
11 "STANDING" "fBodyGyro-mean-Y" -0.994
12 "STANDING" "fBodyGyro-mean-Y" -0.9483
13 "STANDING" "fBodyGyro-mean-Y" -0.9729
14 "STANDING" "fBodyGyro-mean-Y" -0.9508
15 "STANDING" "fBodyGyro-mean-Y" -0.9751
16 "STANDING" "fBodyGyro-mean-Y" -0.9836
17 "STANDING" "fBodyGyro-mean-Y" -0.9873
18 "STANDING" "fBodyGyro-mean-Y" -0.9836
19 "STANDING" "fBodyGyro-mean-Y" -0.9751
20 "STANDING" "fBodyGyro-mean-Y" -0.9106
21 "STANDING" "fBodyGyro-mean-Y" -0.9601
22 "STANDING" "fBodyGyro-mean-Y" -0.9707
23 "STANDING" "fBodyGyro-mean-Y" -0.9528
24 "STANDING" "fBodyGyro-mean-Y" -0.9704
25 "STANDING" "fBodyGyro-mean-Y" -0.9784
26 "STANDING" "fBodyGyro-mean-Y" -0.9839
27 "STANDING" "fBodyGyro-mean-Y" -0.9837
28 "STANDING" "fBodyGyro-mean-Y" -0.9482
29 "STANDING" "fBodyGyro-mean-Y" -0.9916
30 "STANDING" "fBodyGyro-mean-Y" -0.9456
1 "WALKING" "fBodyGyro-mean-Y" -0.1031
2 "WALKING" "fBodyGyro-mean-Y" -0.5548
3 "WALKING" "fBodyGyro-mean-Y" -0.5615
4 "WALKING" "fBodyGyro-mean-Y" -0.6885
5 "WALKING" "fBodyGyro-mean-Y" -0.514
6 "WALKING" "fBodyGyro-mean-Y" -0.3414
7 "WALKING" "fBodyGyro-mean-Y" -0.152
8 "WALKING" "fBodyGyro-mean-Y" -0.2597
9 "WALKING" "fBodyGyro-mean-Y" -0.4369
10 "WALKING" "fBodyGyro-mean-Y" -0.3452
11 "WALKING" "fBodyGyro-mean-Y" -0.5931
12 "WALKING" "fBodyGyro-mean-Y" -0.4679
13 "WALKING" "fBodyGyro-mean-Y" -0.2562
14 "WALKING" "fBodyGyro-mean-Y" -0.2159
15 "WALKING" "fBodyGyro-mean-Y" -0.5354
16 "WALKING" "fBodyGyro-mean-Y" -0.6197
17 "WALKING" "fBodyGyro-mean-Y" -0.4902
18 "WALKING" "fBodyGyro-mean-Y" -0.5709
19 "WALKING" "fBodyGyro-mean-Y" -0.0974
20 "WALKING" "fBodyGyro-mean-Y" 0.031
21 "WALKING" "fBodyGyro-mean-Y" -0.3717
22 "WALKING" "fBodyGyro-mean-Y" -0.5012
23 "WALKING" "fBodyGyro-mean-Y" 0.1956
24 "WALKING" "fBodyGyro-mean-Y" -0.4798
25 "WALKING" "fBodyGyro-mean-Y" -0.6788
26 "WALKING" "fBodyGyro-mean-Y" -0.5618
27 "WALKING" "fBodyGyro-mean-Y" -0.5347
28 "WALKING" "fBodyGyro-mean-Y" -0.5047
29 "WALKING" "fBodyGyro-mean-Y" -0.3622
30 "WALKING" "fBodyGyro-mean-Y" -0.1759
1 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.0557
2 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.3619
3 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.5427
4 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.7175
5 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.3825
6 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.1303
7 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.2144
8 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" 0.1161
9 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.3125
10 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.2725
11 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.5283
12 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.4206
13 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.1338
14 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" 0.0132
15 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.4023
16 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.4795
17 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.4511
18 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.6415
19 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" 0.1471
20 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.1381
21 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.3089
22 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.525
23 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" 0.3288
24 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.4335
25 "WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" -0.6329
